,ID,Sentence,disease
2167,138,Aged 18 years or older,{''}
2168,139,Part B3,{''}
2169,144,Ambulatory with or without a walking device or use of a manual wheelchair for mobility.,{''}
2170,146,Male and female subjects must be willing to comply with contraception requirements as well as restrictions regarding egg and sperm donation,{''}
2171,147,FIB-4 index value is 3.25 or higher.,{''}
2172,148,Potential trial participants should have recovered from clinically significant adverse events of their most recent therapy/intervention prior to enrollment.,{''}
2173,149,Having obtained his/her informed consent,{''}
2174,151,Mono-therapy dose escalation study The subjects who have no option of or are intolerable to SOC.,{''}
2175,152,Sign the Informed Consent.,{''}
2176,154,No opposition from the mother,{''}
2177,155,Willing to use highly effective contraceptive measures during the study period and 3 months after the last dose.,{''}
2178,157,"Two subjects, depending on the number of medications (more or less medications) that the subject is taking.",{''}
2179,159,"Prior therapy eligible subjects must have had at least one line of platinum-based chemotherapy; this may be adjuvant therapy or first line of cytotoxic therapy for metastatic disease; prior hormonal therapy for metastatic/recurrent disease, prior targeted therapy, and prior radiotherapy are allowed; no maximum number of previous lines of chemotherapies; concomitant chemo-radiation is not considered as previous line of systemic chemotherapy",{''}
2180,161,Treatment experience within the last 24 months of antiviral therapy drugs recommended by the government program and administered in line with national recommendations. The current recommendations are that patients without cirrhosis should receive sofosbuvir 400 mg per day in combination with daclatasvir 60 mg per day for a total of 12 weeks and for patients with cirrhosis therapy should involve sofosbuvir 400 mg per day in combination with daclatasvir 60 mg per day for a total of 24 weeks. Patients who receive additional medication (including ribavirin) can be enrolled in the study but the additional medication should be noted.,"{'c, ##ir ##r ##hos ##is, c, ##ir ##r ##hos ##is'}"
2181,162,Eastern Cooperative Oncology Group (ECOG) performance status ≤ 2 (Karnofsky ≥ 60%),{''}
2182,164,localized luminal narrowing (luminal ≤ 50% relative to normal adjacent bowel); AND,{''}
2183,165,"Ability to communicate,",{''}
2184,167,willing to participate in all aspects of the proposed intervention.,{''}
2185,168,Agree not the change their diet or exercise while enrolled in this trial,{''}
2186,172,Have both an sPGA score of ≥3 and PASI score ≥12 at screening and baseline,{''}
2187,179,Has provided a baseline tumor biopsy,{'tumor'}
2188,184,"Patients with metastatic disease more than 6 months after adjuvant or neoadjuvant platinum-based chemotherapy, who also subsequently progressed during or after a platinum- based regimen given to treat the advanced or metastatic disease, are eligible.",{'meta'}
2189,185,Preplanned surgical procedure(s) will take place at least 14 days (for major operative procedures) prior to the tumor resection.,{'tumor'}
2190,186,Major organs are functioning well.,{''}
2191,187,"For the rest of the patients, the evaluation of SSTR expression will be classified according to a qualitative 4-point scale SSTR expression V (visual score)",{''}
2192,189,Non-rhabdomyosarcoma soft tissue sarcomas (STS) including microphthalmia transcription factor associated STS (alveolar soft part sarcoma \[ASPS\] and clear cell sarcoma \[CCS\]),"{'Non - r ##hab ##dom ##yo ##sar ##com ##a soft tissue sa ##rc ##oma, STS, micro ##ph ##thal ##mia, STS, al ##ve ##olar soft part sa ##rc ##oma, AS ##PS, clear cell sa ##rc ##oma, CC ##S'}"
2193,190,Existence of measurable or evaluable disease (as per RECIST 1.1 criteria).,{''}
2194,192,Taking bile acid chelator (colenemide) has no obvious effect or intolerance.,{''}
2195,196,MRI positive for full acute ACL injury,{''}
2196,197,Evidence of depressive symptoms for at least 3 months based on patient interview or documentation in electronic health records,{'de'}
2197,198,"Female subject must not be breastfeeding at Screening or during the study period, and for 60 days after the final study drug administration",{''}
2198,199,Women capable of becoming pregnant must agree to use 2 forms of contraception.,{''}
2199,200,Exclusion Criteria,{''}
2200,202,"If being treated with psychoactive medication, no change in drugs or dose for the past 2 months",{''}
2201,203,Availability of adequate tumor material (block or slides),{'tumor'}
2202,204,Trial-wide,{''}
2203,205,Must have been able to communicate well with the investigator and to understand and comply with the requirements of the study.,{''}
2204,206,WOCBP who agrees to follow the contraceptive guidance from the time of informed consent through at least 28 days after final IP administration.,{''}
2205,215,Fluent in English or French,{''}
2206,218,Absence of maternal use of illicit drugs prenatally,{''}
2207,220,"If on an NNRTI-based regimen, willing to switch to an integrase inhibitor-based regimen for at least 4 weeks prior to discontinuing ART.",{''}
2208,221,T3-4 disease due to multiple lung nodules that are too extensive or have tumor/nodal volume that is too large to be encompassed in a tolerable radiation plan.,{'T ##3 - 4 disease'}
2209,223,Has been surgically sterile for at least 6 months prior to study drug administration.,{''}
2210,225,"At least 4 weeks must have elapsed from the use of 5-alpha reductase inhibitors, estrogens, and any other anti-cancer therapy prior to randomization",{'cancer'}
2211,226,Participant agrees not to participate in another interventional study while participating in the present study.,{''}
2212,229,\>2 weeks since prior radiation therapy or systemic therapy at the time of leukapheresis.,{''}
2213,233,BMI 25 to 40 kg/m2 inclusive,{''}
2214,234,"Cohort_A, B, and Cohort_C Stage I patients who had failed or were intolerant to 1 or more lines of systemic therapy for recurrent or metastatic HNSCC (non-nasopharyngeal carcinoma);","{'H ##NS ##CC, non - na ##so ##pha ##ryn ##ge ##al car ##cin ##oma'}"
2215,237,Myasthenia Gravis Foundation of America Clinical Classification Class II to IV at the Screening Visit.,{'My ##ast ##hen ##ia G ##ra ##vis'}
2216,239,Are able and willing participate.,{''}
2217,242,"ability to undergo an EEG during the first 24 hours after onset of stroke symptoms,",{'stroke'}
2218,249,ECOG Performance Status 0-2.,{''}
2219,250,"The child's family has a certain level of reading and comprehension ability, can effectively understand the questionnaire content, and is willing to sign the informed consent form.",{''}
2220,256,"Participants who cross-over from Prednisone alone to open-label apalutamide plus AAP should still be in the double-blind phase of the study, should be receiving AAP alone and should have ECOG 0-1-2.",{''}
2221,258,Meet the definition of high tumor burden follicular lymphoma as defined by Groupe d'Etude des Lymphomes Follicularies (GELF) Criteria or be defined as high risk by the follicular lymphoma international prognostic index (FLIPI) 1 or FLIPI 2.,"{'tumor, f, ##oll ##icular l ##ymph ##oma, f, ##oll ##icular l ##ymph ##oma'}"
2222,259,Pathology report must be submitted for central confirmation of diagnosis within 7 days of enrollment.,{''}
2223,261,"Participants, upon pelvic examination with speculum examination, must have a normal-appearing vulva other than atrophic changes, normal-appearing cervix other than atrophic changes (i.e., cervical stenosis and/or flushness with the vaginal wall) and normal-appearing vagina (without erosions, ulcerations, scarring, or evidence of dermatoses) other than atrophic changes (loss of ruggae, mucosal pallor, mucosal dryness, mucosal petechiae).","{'at, at, c ##er ##vic ##al s ##ten ##osis, flush ##ness with the v ##agi ##nal wall, erosion, ul ##cer, scar ##ring, der ##mat ##ose, at, m p ##r, m dry ##ness, m, pet ##ech ##iae'}"
2224,264,Cardiac Left ventricular ejection fraction (LVEF) ≥ 35%,{''}
2225,265,"If node-positive (N1-N3), T1mi, T1a, T1b, T1c, T2, or T3 tumors are eligible (see below for further details on defining node-negative disease) Definition of node-negative disease (when node status known) If the patient has had a negative sentinel node biopsy and/or a negative axillary dissection, then the patient is determined to be node-negative. Axillary nodes with single cells or tumor clusters ≤ 0.2 mm by either H\&E or IHC will be considered node-negative. Any axillary lymph node with tumor clusters between 0.02 and 0.2cm is considered a micrometastasis. Patients with a micrometastasis are eligible even if their tumor is \</= 5mm. An axillary dissection is not required to be performed in patients with a positive sentinel node and management of the axilla will be left up to the treating provider. In cases where the specific pathologic size of lymph node involvement is subject to interpretation, the principal investigator will make the final determination as to eligibility. In these special situations, the investigator must document this approval in the patient medical record.","{'T , T ##2 or T ##3, tumors'}"
2226,267,Speak English or Spanish as a primary language,{''}
2227,270,"No history of neuropathic diseases such as Diabetes Mellitus,","{'ne ##uro ##pathic diseases, Di, ##abe ##tes Mel ##lit ##us'}"
2228,271,"Subjects must be willing to refrain from donating blood, organs, tissues or cells during study participation.",{''}
2229,272,"Myelodysplasia (MDS) IPSS INT-2 or High Risk (i.e. RAEB, RAEBt) or Refractory Anemia with severe pancytopenia, transfusion dependence, or high risk cytogenetics or molecular features.","{'My, ##elo ##dy ##sp ##lasia, MD ##S, IP, An ##emia, pan ##cy ##top ##enia'}"
2230,277,Pretreatment histological biopsy of a metastatic lesion for the translational research questions (tumor tissue from bone metastases cannot be used).,{'tumor'}
2231,278,be willing to participate in the study.,{''}
2232,281,Mechanistically validated activating non-V600 BRAF mutants,{''}
2233,288,Liver ultrasonography showed fatty liver within 24 months before enrollment;,{'fatty liver'}
2234,290,"Acute Lymphoblastic Leukemia (ALL) in first or second remission; Acute Myeloid Leukemia (AML) in first or second remission; Chronic Myelogenous Leukemia (CML) in first chronic or accelerated phase, or in second chronic phase; Hodgkin's and non-Hodgkin's lymphoma; myelodysplastic syndrome","{""A, ##cute L ##ymph ##ob ##lastic Le ##uke ##mia, AL ##L, A, ##cute My ##elo ##id Le ##uke ##mia, AM ##L, Ch, ##ronic My ##elo ##gen ##ous Le ##uke ##mia, C ##ML, Ho, ##d ##g ##kin ' s and non - Ho ##d ##g ##kin ' s l ##ymph ##oma, my, ##elo ##dy ##sp ##lastic syndrome""}"
2235,291,"Note Patients who have received previous chemotherapy for pancreatic cancer are allowed to participate in this study, unless they experienced a previous allergic reaction to the drugs used in this study.","{'pan ##cre ##atic cancer, all'}"
